min_anchor	edit_ratio	dataset	file_id	parakeet_err	fused_err	subs_acoustic	subs_anchor
1	0.7	figshare-osce	RES0029	1	1	0	0
1	0.7	figshare-osce	RES0030	1	1	0	0
1	0.7	figshare-osce	RES0031	0	0	0	0
1	0.7	figshare-osce	RES0032	2	2	0	0
1	0.7	figshare-osce	RES0033	6	6	0	0
1	0.7	figshare-osce	RES0034	1	1	0	0
1	0.7	figshare-osce	RES0035	0	0	0	0
1	0.7	figshare-osce	RES0036	2	2	0	0
1	0.7	figshare-osce	RES0037	3	2	1	0
1	0.7	figshare-osce	RES0038	0	0	0	0
1	0.7	figshare-osce	RES0039	2	2	0	0
1	0.7	figshare-osce	RES0042	3	3	0	0
1	0.7	figshare-osce	RES0043	1	1	0	0
1	0.7	figshare-osce	RES0044	3	3	0	0
1	0.7	figshare-osce	RES0045	3	3	0	0
1	0.7	figshare-osce	RES0046	0	0	0	0
1	0.7	figshare-osce	RES0047	10	10	0	0
1	0.7	figshare-osce	RES0048	6	5	0	1
1	0.7	figshare-osce	RES0049	3	3	0	0
1	0.7	figshare-osce	RES0050	0	0	0	0
1	0.7	figshare-osce	RES0051	1	1	0	0
1	0.7	figshare-osce	RES0052	2	2	0	0
1	0.7	figshare-osce	RES0053	4	4	0	0
1	0.7	figshare-osce	RES0054	7	7	0	0
1	0.7	figshare-osce	RES0055	7	7	0	0
1	0.7	figshare-osce	RES0056	8	8	0	0
1	0.7	figshare-osce	RES0057	3	3	0	0
1	0.7	figshare-osce	RES0058	1	1	0	0
1	0.7	figshare-osce	RES0059	3	3	0	0
1	0.7	figshare-osce	RES0060	7	7	0	0
1	0.7	figshare-osce	RES0061	3	3	0	0
1	0.7	figshare-osce	RES0062	5	5	0	0
1	0.7	figshare-osce	RES0063	6	4	1	1
1	0.7	figshare-osce	RES0064	4	4	0	0
1	0.7	figshare-osce	RES0065	3	3	0	0
1	0.7	figshare-osce	RES0066	1	1	0	0
1	0.7	figshare-osce	RES0067	3	3	0	0
1	0.7	figshare-osce	RES0068	6	6	0	0
1	0.7	figshare-osce	RES0069	1	1	0	0
1	0.7	figshare-osce	RES0070	3	3	0	0
1	0.7	figshare-osce	RES0071	1	1	0	0
1	0.7	figshare-osce	RES0072	1	1	0	0
1	0.7	figshare-osce	RES0073	1	1	0	0
1	0.7	figshare-osce	RES0074	2	1	1	0
1	0.7	figshare-osce	RES0075	0	0	0	0
1	0.7	figshare-osce	RES0076	2	2	0	0
1	0.7	figshare-osce	RES0077	2	2	0	0
1	0.7	figshare-osce	RES0078	4	4	0	0
1	0.7	figshare-osce	RES0079	2	2	0	0
1	0.7	figshare-osce	RES0080	2	2	0	0
1	0.7	figshare-osce	RES0081	6	6	0	0
1	0.7	figshare-osce	RES0082	1	1	0	0
1	0.7	figshare-osce	RES0083	4	3	1	0
1	0.7	figshare-osce	RES0084	1	1	0	0
1	0.7	figshare-osce	RES0085	0	0	0	0
1	0.7	figshare-osce	RES0086	13	13	0	0
1	0.7	figshare-osce	RES0087	5	5	0	0
1	0.7	figshare-osce	RES0088	1	1	0	0
1	0.7	figshare-osce	RES0089	7	6	1	0
1	0.7	figshare-osce	RES0090	0	0	0	0
1	0.7	figshare-osce	RES0091	4	4	0	0
1	0.7	figshare-osce	RES0092	4	4	0	0
1	0.7	figshare-osce	RES0093	7	7	0	0
1	0.7	figshare-osce	RES0094	2	2	0	0
1	0.7	figshare-osce	RES0095	7	5	0	1
1	0.7	figshare-osce	RES0096	3	3	0	0
1	0.7	figshare-osce	RES0097	2	2	0	0
1	0.7	figshare-osce	RES0098	3	2	1	1
1	0.7	figshare-osce	RES0099	2	2	0	0
1	0.7	figshare-osce	RES0100	0	0	0	0
1	0.7	figshare-osce	RES0101	2	2	0	0
1	0.7	figshare-osce	RES0102	3	2	1	0
1	0.7	figshare-osce	RES0103	1	1	0	0
1	0.7	figshare-osce	RES0104	2	2	0	0
1	0.7	figshare-osce	RES0105	2	1	1	0
1	0.7	figshare-osce	RES0106	2	2	0	0
1	0.7	figshare-osce	RES0107	7	7	0	0
1	0.7	figshare-osce	RES0108	15	15	0	0
1	0.7	figshare-osce	RES0109	5	5	0	0
1	0.7	figshare-osce	RES0110	2	2	0	0
1	0.7	figshare-osce	RES0111	0	0	0	0
1	0.7	figshare-osce	RES0112	3	3	0	0
1	0.7	figshare-osce	RES0113	1	1	0	0
1	0.7	figshare-osce	RES0114	10	10	0	0
1	0.7	figshare-osce	RES0116	3	2	0	1
1	0.7	figshare-osce	RES0117	6	6	0	0
1	0.7	figshare-osce	RES0118	1	1	0	0
1	0.7	figshare-osce	RES0119	2	2	0	0
1	0.7	figshare-osce	RES0120	3	2	0	1
1	0.7	figshare-osce	RES0121	0	0	0	0
1	0.7	figshare-osce	RES0122	1	1	0	0
1	0.7	figshare-osce	RES0123	2	2	0	0
1	0.7	figshare-osce	RES0124	0	0	0	0
1	0.7	figshare-osce	RES0125	0	0	0	0
1	0.7	figshare-osce	RES0126	4	4	0	0
1	0.7	figshare-osce	RES0127	4	4	0	0
1	0.7	figshare-osce	RES0128	3	3	0	0
1	0.7	figshare-osce	RES0129	5	5	0	0
1	0.7	figshare-osce	RES0130	3	3	0	0
1	0.7	figshare-osce	RES0131	8	8	0	0
1	0.7	figshare-osce	RES0132	5	5	0	0
1	0.7	figshare-osce	RES0133	4	4	0	0
1	0.7	figshare-osce	RES0134	4	2	0	1
1	0.7	figshare-osce	RES0135	2	2	0	0
1	0.7	figshare-osce	RES0136	1	1	0	0
1	0.7	figshare-osce	RES0137	1	1	0	0
1	0.7	figshare-osce	RES0138	3	3	0	0
1	0.7	figshare-osce	RES0139	7	7	0	0
1	0.7	figshare-osce	RES0140	6	6	0	0
1	0.7	figshare-osce	RES0141	3	3	0	0
1	0.7	figshare-osce	RES0142	3	3	0	0
1	0.7	figshare-osce	RES0143	6	6	0	0
1	0.7	figshare-osce	RES0144	3	3	0	0
1	0.7	figshare-osce	RES0145	3	3	0	0
1	0.7	figshare-osce	RES0146	2	2	0	0
1	0.7	figshare-osce	RES0147	2	2	0	0
1	0.7	figshare-osce	RES0148	2	2	0	0
1	0.7	figshare-osce	RES0149	1	1	0	0
1	0.7	figshare-osce	RES0150	0	0	0	0
1	0.7	figshare-osce	RES0151	1	1	0	0
1	0.7	figshare-osce	RES0152	0	0	0	0
1	0.7	figshare-osce	RES0153	0	0	0	0
1	0.7	figshare-osce	RES0154	5	5	0	0
1	0.7	figshare-osce	RES0155	3	2	1	0
1	0.7	figshare-osce	RES0156	3	3	0	0
1	0.7	figshare-osce	RES0158	5	5	0	0
1	0.7	figshare-osce	RES0159	2	2	0	0
1	0.7	figshare-osce	RES0160	3	3	0	0
1	0.7	figshare-osce	RES0161	6	6	0	0
1	0.7	figshare-osce	RES0162	3	3	0	0
1	0.7	figshare-osce	RES0163	0	0	0	0
1	0.7	figshare-osce	RES0164	0	0	0	0
1	0.7	figshare-osce	RES0165	5	5	0	0
1	0.7	figshare-osce	RES0166	0	0	0	0
1	0.7	figshare-osce	RES0167	3	3	0	0
1	0.7	figshare-osce	RES0168	6	6	0	0
1	0.7	figshare-osce	RES0169	3	3	0	1
1	0.7	figshare-osce	RES0170	0	0	0	0
1	0.7	figshare-osce	RES0171	10	10	0	0
1	0.7	figshare-osce	RES0172	3	3	0	0
1	0.7	figshare-osce	RES0173	3	3	0	0
1	0.7	figshare-osce	RES0174	0	0	0	0
1	0.7	figshare-osce	RES0175	5	5	0	0
1	0.7	figshare-osce	RES0176	0	0	0	0
1	0.7	figshare-osce	RES0177	4	4	0	0
1	0.7	figshare-osce	RES0178	1	1	0	0
1	0.7	figshare-osce	RES0179	1	1	0	0
1	0.7	figshare-osce	RES0180	5	5	0	0
1	0.7	figshare-osce	RES0181	1	1	0	0
1	0.7	figshare-osce	RES0182	5	5	0	0
1	0.7	figshare-osce	RES0183	1	1	0	0
1	0.7	figshare-osce	RES0184	2	2	0	0
1	0.7	figshare-osce	RES0185	1	1	0	0
1	0.7	figshare-osce	RES0186	2	2	0	0
1	0.7	figshare-osce	RES0187	4	4	0	0
1	0.7	figshare-osce	RES0188	2	2	0	0
1	0.7	figshare-osce	RES0189	3	3	0	0
1	0.7	figshare-osce	RES0190	4	4	0	0
1	0.7	figshare-osce	RES0191	0	0	0	0
1	0.7	figshare-osce	RES0192	1	1	0	0
1	0.7	figshare-osce	RES0193	4	4	0	0
1	0.7	figshare-osce	RES0194	4	4	0	0
1	0.7	figshare-osce	RES0195	0	0	0	0
1	0.7	figshare-osce	RES0196	2	2	0	0
1	0.7	figshare-osce	RES0197	6	6	3	0
1	0.7	figshare-osce	RES0198	6	6	0	0
1	0.7	figshare-osce	RES0199	8	7	0	1
1	0.7	figshare-osce	RES0200	7	7	0	0
1	0.7	figshare-osce	RES0201	2	2	0	0
1	0.7	figshare-osce	RES0202	2	2	0	0
1	0.7	figshare-osce	RES0203	1	1	0	0
1	0.7	figshare-osce	RES0204	0	0	0	0
1	0.7	figshare-osce	RES0205	0	0	0	0
1	0.7	figshare-osce	RES0206	4	4	0	0
1	0.7	figshare-osce	RES0207	1	1	0	0
1	0.7	figshare-osce	RES0208	3	3	0	0
1	0.7	figshare-osce	RES0209	5	5	0	0
1	0.7	figshare-osce	RES0210	0	0	0	0
1	0.7	figshare-osce	RES0211	2	2	0	0
1	0.7	figshare-osce	RES0212	0	0	0	0
1	0.7	figshare-osce	RES0213	2	2	0	0
1	0.7	figshare-osce	RES0214	1	1	0	0
1	0.7	figshare-osce	RES0215	2	2	0	0
1	0.7	figshare-osce	RES0216	1	1	0	0
1	0.7	figshare-osce	RES0217	3	3	0	0
1	0.7	nazmulkazi	D0420-S1-T01	0	0	0	0
1	0.7	nazmulkazi	D0420-S1-T02	0	0	0	0
1	0.7	nazmulkazi	D0420-S1-T03	3	0	1	1
1	0.7	nazmulkazi	D0420-S1-T04	2	2	0	0
1	0.7	nazmulkazi	D0420-S1-T05	2	2	0	0
1	0.7	nazmulkazi	D0420-S2-T01	17	5	11	2
1	0.7	nazmulkazi	D0420-S3-T01	1	1	0	0
1	0.7	nazmulkazi	D0420-S3-T02	4	4	0	0
1	0.7	nazmulkazi	D0420-S3-T03	2	2	0	0
1	0.7	nazmulkazi	D0420-S4-T01	1	1	0	0
1	0.7	nazmulkazi	D0420-S4-T02	10	9	0	2
1	0.7	nazmulkazi	D0421-S1-T01	9	3	5	1
1	0.7	nazmulkazi	D0421-S1-T02	5	3	2	0
1	0.7	nazmulkazi	D0421-S1-T03	0	0	0	0
1	0.7	nazmulkazi	D0421-S1-T04	2	2	0	0
1	0.7	nazmulkazi	D0421-S1-T05	0	0	0	0
1	0.7	nazmulkazi	D0421-S2-T01	1	1	0	0
1	0.7	nazmulkazi	D0421-S2-T02	1	1	0	0
1	0.7	nazmulkazi	D0421-S3-T01	4	4	0	0
1	0.7	nazmulkazi	D0421-S3-T02	2	2	0	0
1	0.7	nazmulkazi	D0421-S3-T03	0	0	0	0
1	0.7	nazmulkazi	D0421-S3-T04	2	2	0	0
1	0.7	nazmulkazi	D0421-S3-T05	1	1	0	0
1	0.7	nazmulkazi	D0422-S1-T01	3	3	0	0
1	0.7	nazmulkazi	D0422-S1-T02	4	4	0	0
1	0.7	nazmulkazi	D0422-S1-T03	2	1	0	1
1	0.7	nazmulkazi	D0422-S1-T04	3	3	0	0
1	0.7	nazmulkazi	D0422-S2-T01	2	2	0	0
1	0.7	nazmulkazi	D0422-S2-T02	6	6	0	0
1	0.7	nazmulkazi	D0422-S3-T01	5	5	0	0
1	0.7	nazmulkazi	D0422-S3-T02	1	1	0	0
1	0.7	nazmulkazi	D0422-S3-T03	3	3	0	1
1	0.7	nazmulkazi	D0422-S3-T04	4	4	0	0
1	0.7	nazmulkazi	D0422-S3-T05	1	1	0	0
1	0.7	nazmulkazi	D0422-S3-T06	1	1	0	0
1	0.7	nazmulkazi	D0422-S4-T01	5	2	3	0
1	0.7	nazmulkazi	D0422-S4-T02	22	14	8	1
1	0.7	nazmulkazi	D0422-S4-T03	4	4	0	0
1	0.7	nazmulkazi	D0422-S4-T04	1	1	0	0
1	0.7	nazmulkazi	D0422-S4-T05	0	0	0	0
1	0.7	nazmulkazi	D0423-S1-T01	4	4	0	0
1	0.7	nazmulkazi	D0423-S1-T02	0	0	0	0
1	0.7	nazmulkazi	D0423-S1-T03	0	0	0	0
1	0.7	nazmulkazi	D0423-S2-T01	3	3	0	0
1	0.7	nazmulkazi	D0423-S2-T02	4	4	0	0
1	0.7	nazmulkazi	D0423-S2-T03	1	1	0	0
1	0.7	nazmulkazi	D0424-S1-T01	0	0	0	0
1	0.7	nazmulkazi	D0424-S1-T02	0	0	0	0
1	0.7	nazmulkazi	D0424-S1-T03	3	3	0	0
1	0.7	nazmulkazi	D0424-S2-T01	3	3	0	0
1	0.7	nazmulkazi	D0424-S2-T02	4	4	0	0
1	0.7	nazmulkazi	D0424-S2-T03	6	6	0	0
1	0.7	nazmulkazi	D0424-S2-T04	3	3	0	0
1	0.7	nazmulkazi	D0424-S2-T05	4	4	0	0
1	0.7	nazmulkazi	D0424-S2-T06	15	13	1	1
1	0.7	nazmulkazi	D0424-S3-T01	1	1	0	0
1	0.7	nazmulkazi	D0424-S3-T02	0	0	0	0
1	0.7	nazmulkazi	D0424-S3-T03	0	0	0	0
1	0.7	nazmulkazi	D0424-S3-T04	1	1	0	0
1	0.7	nazmulkazi	D0425-S1-T01	0	0	0	0
1	0.7	nazmulkazi	D0425-S1-T02	1	1	0	0
1	0.7	nazmulkazi	D0425-S1-T03	1	1	0	0
1	0.7	nazmulkazi	D0425-S2-T01	3	3	0	0
1	0.7	nazmulkazi	D0425-S2-T02	4	3	0	1
1	0.7	nazmulkazi	D0425-S2-T03	2	2	0	0
1	0.7	nazmulkazi	D0425-S2-T04	1	1	0	0
1	0.7	nazmulkazi	D0425-S3-T01	2	2	0	0
1	0.7	nazmulkazi	D0425-S3-T02	1	1	0	0
1	0.7	nazmulkazi	D0425-S3-T03	0	0	0	0
1	0.7	nazmulkazi	D0425-S3-T04	3	3	0	0
1	0.7	nazmulkazi	D0425-S3-T05	0	0	0	0
1	0.5	primock57	day1_consultation01	2	2	0	0
1	0.5	primock57	day1_consultation02	3	2	1	0
1	0.5	primock57	day1_consultation03	3	3	0	0
1	0.5	primock57	day1_consultation04	2	2	0	0
1	0.5	primock57	day1_consultation05	6	6	0	0
1	0.5	primock57	day1_consultation06	5	5	0	0
1	0.5	primock57	day1_consultation07	8	8	0	0
1	0.5	primock57	day1_consultation08	2	2	0	0
1	0.5	primock57	day1_consultation09	3	2	1	0
1	0.5	primock57	day1_consultation10	8	8	0	0
1	0.5	primock57	day1_consultation11	2	2	0	0
1	0.5	primock57	day1_consultation12	4	4	0	0
1	0.5	primock57	day1_consultation13	7	7	0	0
1	0.5	primock57	day1_consultation14	3	3	0	0
1	0.5	primock57	day1_consultation15	4	4	0	0
1	0.5	primock57	day2_consultation01	1	1	0	0
1	0.5	primock57	day2_consultation02	1	1	0	0
1	0.5	primock57	day2_consultation03	6	6	0	0
1	0.5	primock57	day2_consultation04	1	1	0	0
1	0.5	primock57	day2_consultation05	0	0	0	0
1	0.5	primock57	day2_consultation06	5	5	0	0
1	0.5	primock57	day2_consultation07	1	1	0	0
1	0.5	primock57	day2_consultation08	3	3	0	0
1	0.5	primock57	day2_consultation09	3	3	0	0
1	0.5	primock57	day2_consultation10	4	4	0	0
1	0.5	primock57	day3_consultation01	9	9	0	0
1	0.5	primock57	day3_consultation02	0	0	0	0
1	0.5	primock57	day3_consultation03	2	2	0	0
1	0.5	primock57	day3_consultation04	7	7	0	0
1	0.5	primock57	day3_consultation05	1	1	0	0
1	0.5	primock57	day3_consultation06	2	2	0	0
1	0.5	primock57	day3_consultation07	6	6	0	0
1	0.5	primock57	day3_consultation08	4	4	0	0
1	0.5	primock57	day3_consultation09	13	13	0	0
1	0.5	primock57	day3_consultation10	7	7	0	0
1	0.5	primock57	day4_consultation01	0	0	0	0
1	0.5	primock57	day4_consultation02	0	0	0	0
1	0.5	primock57	day4_consultation03	6	6	0	0
1	0.5	primock57	day4_consultation04	1	1	0	0
1	0.5	primock57	day4_consultation05	2	2	0	0
1	0.5	primock57	day4_consultation06	2	2	0	0
1	0.5	primock57	day4_consultation07	1	1	0	0
1	0.5	primock57	day4_consultation08	3	3	0	0
1	0.5	primock57	day4_consultation09	12	10	2	0
1	0.5	primock57	day4_consultation10	5	5	0	0
1	0.5	primock57	day5_consultation01	3	3	0	0
1	0.5	primock57	day5_consultation02	3	3	0	0
1	0.5	primock57	day5_consultation03	0	0	0	0
1	0.5	primock57	day5_consultation04	1	1	0	0
1	0.5	primock57	day5_consultation05	1	1	0	0
1	0.5	primock57	day5_consultation06	3	3	0	0
1	0.5	primock57	day5_consultation07	4	4	0	0
1	0.5	primock57	day5_consultation08	8	8	0	0
1	0.5	primock57	day5_consultation09	1	1	0	0
1	0.5	primock57	day5_consultation10	8	8	0	0
1	0.5	primock57	day5_consultation11	7	7	0	0
1	0.5	primock57	day5_consultation12	2	2	0	0
1	0.5	figshare-osce	CAR0001	0	0	0	0
1	0.5	figshare-osce	CAR0002	11	9	2	0
1	0.5	figshare-osce	CAR0003	3	2	0	1
1	0.5	figshare-osce	CAR0004	2	2	0	0
1	0.5	figshare-osce	CAR0005	0	0	0	0
1	0.5	figshare-osce	DER0001	5	5	0	0
1	0.5	figshare-osce	GAS0001	0	0	0	0
1	0.5	figshare-osce	GAS0002	0	0	0	0
1	0.5	figshare-osce	GAS0003	1	1	0	0
1	0.5	figshare-osce	GAS0004	0	0	0	0
1	0.5	figshare-osce	GAS0005	0	0	0	0
1	0.5	figshare-osce	GAS0007	2	2	0	0
1	0.5	figshare-osce	GEN0001	0	0	0	0
1	0.5	figshare-osce	MSK0001	1	1	0	0
1	0.5	figshare-osce	MSK0003	0	0	0	0
1	0.5	figshare-osce	MSK0004	4	4	0	0
1	0.5	figshare-osce	MSK0005	3	3	0	0
1	0.5	figshare-osce	MSK0006	2	2	0	0
1	0.5	figshare-osce	MSK0007	0	0	0	0
1	0.5	figshare-osce	MSK0008	1	1	0	0
1	0.5	figshare-osce	MSK0009	2	1	1	0
1	0.5	figshare-osce	MSK0010	2	2	0	0
1	0.5	figshare-osce	MSK0011	2	2	0	0
1	0.5	figshare-osce	MSK0012	1	1	0	0
1	0.5	figshare-osce	MSK0013	3	2	1	0
1	0.5	figshare-osce	MSK0014	2	2	0	0
1	0.5	figshare-osce	MSK0015	1	1	0	0
1	0.5	figshare-osce	MSK0016	3	3	0	0
1	0.5	figshare-osce	MSK0017	4	4	0	0
1	0.5	figshare-osce	MSK0018	0	0	0	0
1	0.5	figshare-osce	MSK0019	1	1	0	0
1	0.5	figshare-osce	MSK0020	6	6	0	0
1	0.5	figshare-osce	MSK0021	2	2	0	0
1	0.5	figshare-osce	MSK0022	1	1	0	0
1	0.5	figshare-osce	MSK0023	0	0	0	0
1	0.5	figshare-osce	MSK0024	2	2	0	0
1	0.5	figshare-osce	MSK0025	2	2	0	0
1	0.5	figshare-osce	MSK0026	2	2	0	0
1	0.5	figshare-osce	MSK0027	0	0	0	0
1	0.5	figshare-osce	MSK0028	0	0	0	0
1	0.5	figshare-osce	MSK0029	4	4	0	0
1	0.5	figshare-osce	MSK0031	4	3	1	0
1	0.5	figshare-osce	MSK0032	2	2	0	0
1	0.5	figshare-osce	MSK0033	1	0	1	0
1	0.5	figshare-osce	MSK0034	0	0	0	0
1	0.5	figshare-osce	MSK0035	0	0	0	0
1	0.5	figshare-osce	MSK0036	0	0	0	0
1	0.5	figshare-osce	MSK0037	0	0	0	0
1	0.5	figshare-osce	MSK0038	2	2	0	0
1	0.5	figshare-osce	MSK0039	0	0	0	0
1	0.5	figshare-osce	MSK0040	0	0	0	0
1	0.5	figshare-osce	MSK0041	4	4	0	0
1	0.5	figshare-osce	MSK0042	0	0	0	0
1	0.5	figshare-osce	MSK0043	2	2	0	0
1	0.5	figshare-osce	MSK0044	1	1	0	0
1	0.5	figshare-osce	MSK0045	2	2	0	0
1	0.5	figshare-osce	MSK0046	1	1	0	0
1	0.5	figshare-osce	MSK0049	6	5	1	0
1	0.5	figshare-osce	MSK0050	1	1	0	0
1	0.5	figshare-osce	RES0001	1	1	0	0
1	0.5	figshare-osce	RES0002	0	0	0	0
1	0.5	figshare-osce	RES0003	1	1	0	0
1	0.5	figshare-osce	RES0004	3	3	0	0
1	0.5	figshare-osce	RES0005	3	2	1	0
1	0.5	figshare-osce	RES0006	0	0	0	0
1	0.5	figshare-osce	RES0007	0	0	0	0
1	0.5	figshare-osce	RES0008	2	2	0	0
1	0.5	figshare-osce	RES0009	0	0	0	0
1	0.5	figshare-osce	RES0010	0	0	0	0
1	0.5	figshare-osce	RES0011	4	5	0	1
1	0.5	figshare-osce	RES0012	4	4	0	0
1	0.5	figshare-osce	RES0013	1	1	0	0
1	0.5	figshare-osce	RES0014	1	1	0	0
1	0.5	figshare-osce	RES0015	2	2	0	0
1	0.5	figshare-osce	RES0016	1	0	0	1
1	0.5	figshare-osce	RES0017	1	1	0	0
1	0.5	figshare-osce	RES0018	3	3	0	0
1	0.5	figshare-osce	RES0019	3	3	0	0
1	0.5	figshare-osce	RES0020	4	4	0	0
1	0.5	figshare-osce	RES0021	0	0	0	0
1	0.5	figshare-osce	RES0022	3	3	0	0
1	0.5	figshare-osce	RES0023	5	5	0	0
1	0.5	figshare-osce	RES0024	2	2	0	0
1	0.5	figshare-osce	RES0025	4	3	1	0
1	0.5	figshare-osce	RES0026	1	1	0	0
1	0.5	figshare-osce	RES0027	2	2	0	0
1	0.5	figshare-osce	RES0028	5	5	0	0
1	0.5	figshare-osce	RES0029	1	1	0	0
1	0.5	figshare-osce	RES0030	1	1	0	0
1	0.5	figshare-osce	RES0031	0	0	0	0
1	0.5	figshare-osce	RES0032	2	2	0	0
1	0.5	figshare-osce	RES0033	6	6	0	0
1	0.5	figshare-osce	RES0034	1	1	0	0
1	0.5	figshare-osce	RES0035	0	0	0	0
1	0.5	figshare-osce	RES0036	2	2	0	0
1	0.5	figshare-osce	RES0037	3	2	1	0
1	0.5	figshare-osce	RES0038	0	0	0	0
1	0.5	figshare-osce	RES0039	2	2	0	0
1	0.5	figshare-osce	RES0042	3	3	0	0
1	0.5	figshare-osce	RES0043	1	1	0	0
1	0.5	figshare-osce	RES0044	3	3	0	0
1	0.5	figshare-osce	RES0045	3	3	0	0
1	0.5	figshare-osce	RES0046	0	0	0	0
1	0.5	figshare-osce	RES0047	10	10	0	0
1	0.5	figshare-osce	RES0048	6	5	0	1
1	0.5	figshare-osce	RES0049	3	3	0	0
1	0.5	figshare-osce	RES0050	0	0	0	0
1	0.5	figshare-osce	RES0051	1	1	0	0
1	0.5	figshare-osce	RES0052	2	2	0	0
1	0.5	figshare-osce	RES0053	4	4	0	0
1	0.5	figshare-osce	RES0054	7	7	0	0
1	0.5	figshare-osce	RES0055	7	7	0	0
1	0.5	figshare-osce	RES0056	8	8	0	0
1	0.5	figshare-osce	RES0057	3	3	0	0
1	0.5	figshare-osce	RES0058	1	1	0	0
1	0.5	figshare-osce	RES0059	3	3	0	0
1	0.5	figshare-osce	RES0060	7	7	0	0
1	0.5	figshare-osce	RES0061	3	3	0	0
1	0.5	figshare-osce	RES0062	5	5	0	0
1	0.5	figshare-osce	RES0063	6	5	1	0
1	0.5	figshare-osce	RES0064	4	4	0	0
1	0.5	figshare-osce	RES0065	3	3	0	0
1	0.5	figshare-osce	RES0066	1	1	0	0
1	0.5	figshare-osce	RES0067	3	3	0	0
1	0.5	figshare-osce	RES0068	6	6	0	0
1	0.5	figshare-osce	RES0069	1	1	0	0
1	0.5	figshare-osce	RES0070	3	3	0	0
1	0.5	figshare-osce	RES0071	1	1	0	0
1	0.5	figshare-osce	RES0072	1	1	0	0
1	0.5	figshare-osce	RES0073	1	1	0	0
1	0.5	figshare-osce	RES0074	2	1	1	0
1	0.5	figshare-osce	RES0075	0	0	0	0
1	0.5	figshare-osce	RES0076	2	2	0	0
1	0.5	figshare-osce	RES0077	2	2	0	0
1	0.5	figshare-osce	RES0078	4	4	0	0
1	0.5	figshare-osce	RES0079	2	2	0	0
1	0.5	figshare-osce	RES0080	2	2	0	0
1	0.5	figshare-osce	RES0081	6	6	0	0
1	0.5	figshare-osce	RES0082	1	1	0	0
1	0.5	figshare-osce	RES0083	4	3	1	0
1	0.5	figshare-osce	RES0084	1	1	0	0
1	0.5	figshare-osce	RES0085	0	0	0	0
1	0.5	figshare-osce	RES0086	13	13	0	0
1	0.5	figshare-osce	RES0087	5	5	0	0
1	0.5	figshare-osce	RES0088	1	1	0	0
1	0.5	figshare-osce	RES0089	7	6	1	0
1	0.5	figshare-osce	RES0090	0	0	0	0
1	0.5	figshare-osce	RES0091	4	4	0	0
1	0.5	figshare-osce	RES0092	4	4	0	0
1	0.5	figshare-osce	RES0093	7	7	0	0
1	0.5	figshare-osce	RES0094	2	2	0	0
1	0.5	figshare-osce	RES0095	7	7	0	0
1	0.5	figshare-osce	RES0096	3	3	0	0
1	0.5	figshare-osce	RES0097	2	2	0	0
1	0.5	figshare-osce	RES0098	3	2	1	1
1	0.5	figshare-osce	RES0099	2	2	0	0
1	0.5	figshare-osce	RES0100	0	0	0	0
1	0.5	figshare-osce	RES0101	2	2	0	0
1	0.5	figshare-osce	RES0102	3	2	1	0
1	0.5	figshare-osce	RES0103	1	1	0	0
1	0.5	figshare-osce	RES0104	2	2	0	0
1	0.5	figshare-osce	RES0105	2	1	1	0
1	0.5	figshare-osce	RES0106	2	2	0	0
1	0.5	figshare-osce	RES0107	7	7	0	0
1	0.5	figshare-osce	RES0108	15	15	0	0
1	0.5	figshare-osce	RES0109	5	5	0	0
1	0.5	figshare-osce	RES0110	2	2	0	0
1	0.5	figshare-osce	RES0111	0	0	0	0
1	0.5	figshare-osce	RES0112	3	3	0	0
1	0.5	figshare-osce	RES0113	1	1	0	0
1	0.5	figshare-osce	RES0114	10	10	0	0
1	0.5	figshare-osce	RES0116	3	2	0	1
1	0.5	figshare-osce	RES0117	6	6	0	0
1	0.5	figshare-osce	RES0118	1	1	0	0
1	0.5	figshare-osce	RES0119	2	2	0	0
1	0.5	figshare-osce	RES0120	3	2	0	1
1	0.5	figshare-osce	RES0121	0	0	0	0
1	0.5	figshare-osce	RES0122	1	1	0	0
1	0.5	figshare-osce	RES0123	2	2	0	0
1	0.5	figshare-osce	RES0124	0	0	0	0
1	0.5	figshare-osce	RES0125	0	0	0	0
1	0.5	figshare-osce	RES0126	4	4	0	0
1	0.5	figshare-osce	RES0127	4	4	0	0
1	0.5	figshare-osce	RES0128	3	3	0	0
1	0.5	figshare-osce	RES0129	5	5	0	0
1	0.5	figshare-osce	RES0130	3	3	0	0
1	0.5	figshare-osce	RES0131	8	8	0	0
1	0.5	figshare-osce	RES0132	5	5	0	0
1	0.5	figshare-osce	RES0133	4	4	0	0
1	0.5	figshare-osce	RES0134	4	4	0	0
1	0.5	figshare-osce	RES0135	2	2	0	0
1	0.5	figshare-osce	RES0136	1	1	0	0
1	0.5	figshare-osce	RES0137	1	1	0	0
1	0.5	figshare-osce	RES0138	3	3	0	0
1	0.5	figshare-osce	RES0139	7	7	0	0
1	0.5	figshare-osce	RES0140	6	6	0	0
1	0.5	figshare-osce	RES0141	3	3	0	0
1	0.5	figshare-osce	RES0142	3	3	0	0
1	0.5	figshare-osce	RES0143	6	6	0	0
1	0.5	figshare-osce	RES0144	3	3	0	0
1	0.5	figshare-osce	RES0145	3	3	0	0
1	0.5	figshare-osce	RES0146	2	2	0	0
1	0.5	figshare-osce	RES0147	2	2	0	0
1	0.5	figshare-osce	RES0148	2	2	0	0
1	0.5	figshare-osce	RES0149	1	1	0	0
